CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511 Energy And Water Management,BP 3511 Year Adopted,BP 3511 Year of Policy Update if applicable,BP 3511 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511: Path to PDF,BP3511: PDF Text
36678430000000,San Bernardino,Redlands Unified,Urban,Unified School District,19800,67,1,1995,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030396&revid=vs4Ykw3JJhXgBzBCYVFeYQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Redlands_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 01241995 last revised date 09082009 last reviewed date 09082009 governing board recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendentdesignee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle implementation policy joint responsibility board administration faculty staff student support personnel contractorsconsultants success based cooperation level superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal designated campus department administrator accountable energy management hisher campus energy audit conducted feedback provided business service division superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board education district s progress meeting conservation management goal board policy manual redlands unified school district
36678500000000,San Bernardino,Rialto Unified,Suburban,Unified School District,23455,87,1,1999,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030372&revid=LyzlZmOTUslshlfmQ2PO8uJNQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,3,7.5,3.0,0.5,0.5,10.5,Rialto_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06231999 last revised date 07102019 last reviewed date 07102019 board education recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit requirement coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual rialto unified school district
36678680000000,San Bernardino,Rim of the World Unified,Town,Unified School District,2853,62,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030377&revid=f59zEhA8bmJFI5xPbmiliw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,1.0,0.5,0.5,0.0,4.0,Rim_of_the_World_Unified_BP3511.pdf,regulation 3511 energy water management regulation 3511 energy water management status status adopted original adopted date original adopted date 08222019 last reviewed date last reviewed date 08222019 development district s energy water resource management program superintendent designee shall analyze efficiency environmental impact consider strategy improving following district system 1 lighting 2 heating ventilation air conditioning 3 water heater 4 electrical equipment appliance 5 water use irrigation including drain faucet pipe 6 ground management addition district s resource management program may include strategy address following 1 educational program focus environmental literacy incorporate next generation science standard 2 outdoor student facility environmentally sustainable include increased shaded area reduce playground temperature 3 classroom building management maintenance 4 food service food waste reduction 5 landscaping practice including establishing droughttolerant habitat 6 transportation service maintenance 7 inclusion best practice water management new construction project 8 administrative operation focus cost reduction conservation 9 regular equipment maintenance repair storm water management superintendent designee shall implement storm water management plan complies applicable state federal law local ordinance plan shall include best practice designed reduce waste pollution environmental degradation damage school facility infrastructure 1 incorporating water capture filtration system storm water necessary 2 emphasizing school practice school design reduce runoff human pollutant plastic oil grease metal pesticide 3 preserving creating enhancing natural area greenspace aid storm water dry weather capture 4 minimizing impervious surface area controlling runoff impervious surface 5 utilizing possible soil promote infiltration 6 incorporating storm water design signage feature learning opportunity public education board policy manual rim world unified school district emergency interruption service superintendent designee shall consult local law enforcement emergency personnel county office emergency service development strategy implemented event power outage emergency interruption utility service strategy shall prescribe mean notifying appropriate agency ensure utility properly restored interruption superintendent designee shall reopen school return normal instructional activity soon safe operation resumed school closed extended period time district shall make alternative arrangement student staff interrupt educational program superintendent designee shall communicate staff student parentsguardians regarding interruption educational service due utility service outage including necessary alternative arrangement date time normal operation school expected resume
36678760000000,San Bernardino,San Bernardino City Unified,Urban,Unified School District,49384,92,1,2007,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030409&revid=ymrUEwzwRGOLmy5dybtyiw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,3.5,4,10.0,2.5,2.5,0.5,13.0,San_Bernardino_City_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 10162007 last reviewed date 10162007 board education recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual san bernardino city unified school district
36678920000000,San Bernardino,Trona Joint Unified,Rural,Unified School District,248,76,1,2022,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031081&revid=PJau26wplusOTrO7MvV9Uumuw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Trona_Joint_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 09152022 last reviewed date 09152022 board education recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district achieve conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual trona joint unified school district
36679180000000,San Bernardino,Victor Elementary,Suburban,Elementary School District,12402,86,1,2003,2020,https://go.boarddocs.com/ca/vesd/Board.nsf/Public#,2.5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,2.0,0,2.0,0.0,1.5,0.5,4.5,Victor_Elementary_BP3511.pdf,book policy manual section 3000 business noninstructional operation title energy water management code 3511 board policy status active adopted february 5 2003 last revised january 15 2020 energy water management governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program cf 0200 goal school district cf 3100 budget cf 3512 equipment superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment cf 41562 recognition award superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency cf 7100 planning master plan superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement cf 1330 use school facility superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management project district shall comply city county ordinance regulates drainage improvement condition government code 53097 122624 210 boarddocs pro http goboarddocscomcavesdboardnsfpublic 12 legal reference education code 172131 school site 17280 construction school building 35275 coordination new facility recreation park authority 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate government code 53097 local agency public resource code 2541025421 energy conservation assistance water code 1893 recommendation best design use practice 13383 compliance federal water pollution control act 133835 storm water discharge monitoring requirement code regulation title 23 490495 model water efficient landscape ordinance 2200 discharge permit fee united state code title 33 1342 national pollutant discharge elimination system code federal regulation title 40 122112264 national pollutant discharge elimination system management resource california department education publication guidance stormwater dry weather runoff capture california practice use runoff effectively school december 2018 blueprint environmental literacy educating every student environment 2015 average daily attendance credit period emergency management advisory 9001 rev february 10 2005 california state water resource control board publication guidance design construction vegetated low impact development project 2016 u environmental protection agency publication national management measure control nonpoint source pollution urban area 2005 web site csba http wwwcsbaorg alliance save energy http wwwaseorg california department education facility http wwwcdecagovlsfa california department water resource http watercagov california division state architect http wwwdgscagovdsa california energy commission http wwwenergycagov california state water resource control board http wwwswrcbcagov california stormwater quality association http wwwcasqaorgresources collaborative high performance school chps http chpsnet green school yard america http wwwgreenschoolyardsorg u environmental protection agency http wwwepagov 122624 210 boarddocs pro http goboarddocscomcavesdboardnsfpublic 22
36738580000000,San Bernardino,Baker Valley Unified,Rural,Unified School District,129,86,1,2020,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030703&revid=gU0fxmkDBFsjMslshIbLfWscA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.0,Baker_Valley_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06042020 last reviewed date 06042020 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendentprincipal designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendentprincipal designee may solicit input staff student parentsguardians regarding district s resource management program superintendentprincipal designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendentprincipal designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendentprincipal designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendentprincipal designee shall regularly report board district s progress meeting conservation resource management goal board policy manual baker valley unified school district
36738900000000,San Bernardino,Silver Valley Unified,Town,Unified School District,2024,59,1,1998,2002,https://svusdpublic.ic-board.com/Reference_Library/ESB_Policies_and_Regulations/Policies//3511_Energy%20and%20Water%20Conservation.doc,3.0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,Silver_Valley_Unified_BP3511.pdf,business noninstructional operation bp 3511 energy water conservation governing board committed reducing district s demand electricity water order help conserve natural resource save money support district need end board shall establish goal help reduce district s energy water consumption superintendent designee shall establish energy efficiency program shall include specific strategy designed help district use energy efficiently help ensure fund intended student learning diverted cover energy cost part energy efficiency program superintendent designee shall develop emergency action plan address action taken event power outage school school operation action plan shall also address role staff student parentsguardians helping conserve resource activity help district meet energy reduction goal superintendent designee shall analyze effect utility rate increase district s budget heshe shall develop implement necessary contingency plan superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach energy water conservation goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation goal superintendent designee shall periodically report board district s progress meeting energy water use reduction goal business noninstructional operation bp 3511 b legal reference education code 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate public resource code 2541025421 energy conservation assistance management resource cde management advisory 011801 california s energy challenge 070690 water conservation advisory 9009 022290 average daily attendance credit period emergency 9001 web site csba http wwwcsbaorg california department education facility division energy challenge http wwwcdecagovfacilitiesenergyefficiency california energy commission http wwwenergycagov alliance save energy http wwwaseorg adopted date 12698 revised 11402 silver valley unified school district
36739570000000,San Bernardino,Snowline Joint Unified,Rural,Unified School District,7967,74,1,2014,,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030444&revid=DVIr3A0JgnZRgFA1nUNe2A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,0.0,0.0,1,0,0,1,1.5,5.5,0,5.5,0.0,3.0,1.0,8.5,Snowline_Joint_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 10142014 board trustee recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle cf 3100 budget cf 3300 expenditure purchase cf 35111 integrated waste management cf 3512 equipment cf 61425 environmental education superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal cf 7110 facility master plan cf 7111 evaluating existing building superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal board policy manual snowline joint unified school district
36750440000000,San Bernardino,Hesperia Unified,Suburban,Unified School District,25356,68,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030911&revid=sLbe6zmoWE63caFOcFM2uA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,1,0,0,0.0,1.0,0,1.0,0.0,1.0,0.0,4.0,Hesperia_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 08052019 governing board recognizes importance minimizing district s use natural resource providing highquality environment promotes health productivity effectively managing district s fiscal resource end superintendent designee shall develop resource management program includes strategy implementing effective sustainable resource practice exploring renewable clean energy technology reducing energy water consumption minimizing utility cost reducing amount waste consumable material encouraging recycling green procurement practice promoting conservation principle superintendent designee shall regularly inspect district facility operation make recommendation maintenance capital expenditure may help district reach conservation management goal superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal superintendent designee shall periodically report board district s progress meeting conservation management goal storm water management board desire ensure maximum extent practicable district reduce discharge pollutant water system order minimize threat water quality storm water runoff district designated state water resource control board regional water quality control board superintendent designee shall ensure district complies applicable general permit requirement superintendent designee shall develop storm water management plan shall submit plan resolution authorizing implementation plan board approval district s plan shall describe best management practice measurable goal timetable implementation following area 1 public education outreach storm water impact 2 public participation participation adoption implementation plan 3 illicit discharge detection elimination map program detect eliminate illicit nonstorm water discharge 4 construction site storm water runoff control reviewing construction plan inspecting site tracking construction site runoff well erosion sediment control 5 postconstruction storm water management developing design standard preventing runoff verifying proper maintenance operation control procedure 6 pollution prevention good housekeeping evaluating waste disposal material storage equipmentcleaning procedure spill prevention including bus maintenance facility superintendent designee shall regularly report board status district s implementation effort board policy manual hesperia unified school district
36750510000000,San Bernardino,Lucerne Valley Unified,Rural,Unified School District,12716,58,1,2019,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030315&revid=T0yjxc4KJplusz7tcpDSedA4A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,1.0,0.0,0,0,0,1,1.5,4.75,0,4.75,0.0,2.25,1.0,7.75,Lucerne_Valley_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 06132019 last reviewed date 06132019 board education recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual lucerne valley unified school district
36750690000000,San Bernardino,Upland Unified,Suburban,Unified School District,9797,70,1,2011,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030255&revid=PlplusslshYtm6xBnB0tfZNlsTdA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,0,0.0,0.0,0,0,0,1,3.0,5.75,2,7.75,0.0,1.25,1.0,10.25,Upland_Unified_BP3511.pdf,policy 3511 energy water management status adopted original adopted date 09272011 last revised date 09102019 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff superintendent designee shall ensure district complies storm water discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 superintendent designee shall develop storm water management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider board policy manual upland unified school district
37679670000000,San Diego,Alpine Union Elementary,Suburban,Elementary School District,1485,47,1,1992,2019,https://drive.google.com/file/d/1Ue14sOZ-8eCuFXTpLW0Vk-GdAcN4V4VS/view,2.5,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.5,Alpine_Union_BP3511.pdf,business noninstructional operation bp 3511 energy water management board trustee recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program cf 0200 goal school district cf 3100 budget cf 3300 expenditure purchase cf 3510 green school operation cf 35111 integrated waste management cf 3512 equipment cf 61425 environmental education superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee shall provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment cf 1150 commendation award superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency cf 7110 facility master plan cf 7111 evaluating existing building superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement cf 13301 joint use agreement business noninstructional operation bp 3511 b energy water management cf 1400 relation governmental agency school superintendent designee shall regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality stormwater runoff superintendent designee shall ensure district complies stormwater discharge standard specified applicable general permit coverage required law including requirement construction general permit issued state water resource control board project disturbs one acre soil 40 cfr 12234 cf 3514 environmental safety cf 35141 hazardous substance cf 35142 integrated pest management superintendent designee shall develop stormwater management plan complies provision applicable permit describes best management practice design strategy measurable goal timetable implementation plan resolution authorizing implementation shall submitted board approval 40 cfr 12234 project district shall comply city county ordinance regulates drainage improvement condition government code 53097 emergency interruption service superintendent designee shall develop plan minimize disruption educational program event power outage emergency interruption utility service plan shall include action taken facilitate student staff safety administrative control operation protection equipment effective communication coordination local fire police emergency personnel utility service provider cf 0450 comprehensive safety plan cf 3516 emergency disaster preparedness plan cf 35165 emergency schedule business noninstructional operation bp 3511 c energy water management legal reference education code 172131 school site 17280 construction school building 35275 coordination new facility recreation park authority 41422 school term session length failure comply due disaster 46392 emergency condition ada estimate government code 53097 local agency public resource code 2541025421 energy conservation assistance water code 1893 recommendation best design use practice 13383 compliance federal water pollution control act 133835 stormwater discharge monitoring requirement code regulation title 23 490495 model water efficient landscape ordinance 2200 discharge permit fee united state code title 33 1342 national pollutant discharge elimination system code federal regulation title 40 122112264 national pollutant discharge elimination system management resource california department education publication guidance stormwater dry weather runoff capture california practice use runoff effectively school december 2018 blueprint environmental literacy educating every student environment 2015 average daily attendance credit period emergency management advisory 9001 rev february 10 2005 california state water resource control board publication guidance design construction vegetated low impact development project 2016 u environmental protection agency publication national management measure control nonpoint source pollution urban area 2005 web site csba http wwwcsbaorg alliance save energy http wwwaseorg business noninstructional operation bp 3511 energy water management california department education facility http wwwcdecagovlsfa california department water resource http watercagov california division state architect http wwwdgscagovdsa california energy commission http wwwenergycagov california state water resource control board http wwwswrcbcagov california stormwater quality association http wwwcasqaorgresources collaborative high performance school chps http chpsnet green school yard america http wwwgreenschoolyardsorg u environmental protection agency http wwwepagov alpine union school district policy adopted november 14 1992 revised october 9 2019 alpine california
37679910000000,San Diego,Cajon Valley Union,Suburban,Elementary School District,17940,81,1,2017,*,https://go.boarddocs.com/ca/cvusd/Board.nsf/goto?open&id=AKULQE57A77A#,1.5,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,0.5,4.5,0,5.5,1.0,3.0,0.5,7.5,Cajon_Valley_Union_BP3511.pdf,book policy regulation section 3000 business noninstructional operation title energy water management code 3511 bp status active adopted february 2 2017 last revised february 20 2024 last reviewed february 20 2024 governing board recognizes environmental financial benefit derived conserving energy water natural resource preparing extreme weather natural event providing environment promotes health wellbeing student staff support district goal energy water management superintendent designee shall develop resource management program may include strategy implementing effective sustainable resource use practice exploring use renewable clean energy technology andor source reducing energy water consumption promoting conservation principle educational program superintendent designee may solicit input staff student parentsguardians regarding district s resource management program superintendent designee may provide staff student training guidance best practice achieve district s goal may establish reward program recognize outstanding accomplishment superintendent designee shall regularly inspect district facility monitor operation make recommendation maintenance repair may help district reach conservation management goal improve efficiency superintendent designee shall make every effort identify funding opportunity costreducing incentive program help district achieve conservation management goal district may coordinate local regional entity capitalize expertise maximize efficient use resource joint shared use agreement superintendent designee may regularly report board district s progress meeting conservation resource management goal storm water management maximum extent practicable district shall reduce discharge pollutant water system order minimize threat water quality storm water runoff project district shall comply city county ordinance regulates drainage improvement condition government code 53097 122624 218 boarddocs plus http goboarddocscomcacvusdboardnsfgoto open idakulqe57a77a 11
