CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 7111 Evaluating Existing Buildings,BP 7111 Year Adopted,BP 7111 Year of Policy Update if applicable,BP 7111 Link to Policy,AR: 7111 Evaluating Existing Buildings,AR 7111 Year Adopted,AR 7111 Year of Policy Update if applicable,AR 7111 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP7111: Path to PDF,BP7111: PDF Text,AR7111: Path to PDF,AR7111: PDF Text
24658210000000,Merced,Planada Elementary,Town,Elementary School District,859,94,0.0,,,,1.0,2007,2007,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030785&revid=TS8qsrT7I390B9Id2iBmGw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,1.0,0,0.0,0.0,0,0,0,0,0.0,2.0,0,2.0,0.0,2.0,0.0,5.0,,,Planada_Elementary_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 04102007 last reviewed date 04102007 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual planada elementary school district
24658620000000,Merced,Weaver Union,Urban,Elementary School District,3032,84,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031388&revid=5HsGM96zIKDw8sl7AIdUslshQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.25,0,1.25,0.0,0.75,0.0,4.75,,,Weaver_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 10112023 last reviewed date 10112023 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual weaver union school district
24736190000000,Merced,Gustine Unified,Rural,Unified School District,1679,85,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030829&revid=H2opxslsh31OASop2yBicvYlg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,0,1.0,4.0,0,4.0,0.0,2.5,0.5,7.0,,,Gustine_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 04132016 last reviewed date 04132016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual gustine unified school district
24753170000000,Merced,Dos Palos Oro Loma Joint Unified,Town,Unified School District,2249,90,1.0,1993,1993,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030625&revid=JJGH67fOplushFTKBNVxeFvdA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,1996,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030625&revid=Gw79rxNV6AoOBFqNpncYzQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.75,0,1.75,0.0,1.75,0.0,4.75,,,Dos_Palos_Oro_Loma_Joint_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 12121996 last revised date 07172008 last reviewed date 07172008 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual do palos oro loma joint unified school district
24753660000000,Merced,Delhi Unified,Suburban,Unified School District,2321,89,0.0,,,,1.0,2006,2006,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030616&revid=f4HOVagccnvaD6oWvPRhog==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,1,0.0,1.0,0,0,0,0,0.0,2.5,0,2.5,0.0,2.0,0.5,5.5,,,Delhi_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05092006 last reviewed date 05092006 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual delhi unified school district
25658960000000,Modoc,Surprise Valley Joint Unified,Rural,Unified School District,88,47,0.0,,,,1.0,*,*,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030216&revid=Y1VVTfDKzEQB96OslshtslshXuIw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,0.0,0.5,0,0.5,0.0,0.5,0.0,3.5,,,Surprise_Valley_Joint_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual surprise valley joint unified school district
25735850000000,Modoc,Modoc Joint Unified,Town,Unified School District,810,66,0.0,,,,1.0,2006,2006,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030567&revid=NI4uB2QbTpSxzslshS5iGkzlg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,1,0.0,0.0,0,0,0,0,0.0,2.75,0,2.75,0.0,2.25,0.0,6.25,,,Modoc_Joint_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 10182006 last reviewed date 10182006 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual modoc joint unified school district
25735930000000,Modoc,Tulelake Basin Joint Unified,Rural,Unified School District,429,83,0.0,,,,1.0,2014,2014,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030245&revid=RxBnlNmjZK5q3VuiOPwHwQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,1,1.5,2.0,0,2.0,0.0,0.5,0.0,5.0,,,Tulelake_Basin_Joint_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 01202014 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual tulelake basin joint unified school district
26736680000000,Mono,Eastern Sierra Unified,Rural,Unified School District,368,49,0.0,,,,1.0,2008,2008,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030767&revid=7IDg4t16CslshuqlmqeJILN4w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,1.0,1.0,0,0,1,1,1.0,3.0,0,3.0,0.0,2.0,0.0,6.0,,,Eastern_Sierra_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03192008 last reviewed date 03192008 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual eastern sierra unified school district
26736920000000,Mono,Mammoth Unified,Town,Unified School District,1112,57,0.0,,,,1.0,2016,2016,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030319&revid=zANzr9lXQMbZeDgJtekOSw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,0,1.0,0.0,0,0.0,0.0,0,0,0,0,1.0,3.25,0,3.75,0.5,1.75,0.0,7.25,,,Mammoth_Unified_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 05262016 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board education district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety education code 17291 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual mammoth unified school district
27659610000000,Monterey,Alisal Union,Urban,Elementary School District,7339,96,1.0,1988,1988,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030675&revid=3H6aiJkXhRNhwCYUTU1y9w==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,1.0,2003,2003,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030675&revid=uF2LzOMFByP52Y72aTeGzA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,0.0,0.0,1,1.0,0.0,0,1,0,1,1.0,4.5,0,5.0,0.5,3.0,0.5,8.0,,,Alisal_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 11052003 last reviewed date 11052003 superintendent designee shall periodically evaluate adequacy design existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff fulfill legal requirement safety structural soundness access disabled energy conservation event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 energy efficiency evaluating existing building superintendent designee shall arrange preaudit postaudit school building utility firm extent service available information provided service shall used determine cost retrofitting building saving may result adding insulation making design modification using energyconserving device district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 report existing building capacity district shall submit onetime report existing school capacity state allocation board district s appropriate attendance area s existing school capacity shall calculated pursuant formula set forth education code 17071101707140 2 ccr 18591859106 board policy manual alisal union school district
27659790000000,Monterey,Bradley Union Elementary,Rural,Elementary School District,39,26,0.0,,,,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36031105&revid=mfLA17DPxFGc3Av9VwJokw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,2.5,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,2.0,0,2.0,0.0,1.5,0.0,4.5,,,Bradley_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 03142023 last reviewed date 03142023 superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual bradley union esd
27659950000000,Monterey,Chualar Union,Rural,Elementary School District,262,94,0.0,,,,1.0,*,*,https://resources.finalsite.net/images/v1691995276/chualarusdcom/rgg8ayurg1jr6e31zxro/7000_chualar_usd-facilities.pdf,3.0,0,0,0,0.0,0.0,0,0.0,0.0,1,0,0,0,0.0,1.0,0,1.0,0.0,0.5,0.5,4.0,,,Chualar_Union_AR7111.pdf,facility ar 7111 evaluating existing building superintendentprincipal designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendentprincipal designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report board trustee district building unsafe use superintendentprincipal designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendentprincipal designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 ar 7111 b evaluating existing building continued legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwopscdgscagov regulation chualar union elementary school district approved chualar california
27660350000000,Monterey,Greenfield Union Elementary,Town,Elementary School District,3307,87,0.0,,,,1.0,2009,2020,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030772&revid=pANH3EEFJPGgf72uwVZaVg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,0.0,0,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,,,Greenfield_Union_Monterey_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 06022009 last revised date 03122020 last reviewed date 03122020 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 17365 17374 pertaining structural safety education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual greenfield union school district
27660500000000,Monterey,King City Union,Town,Elementary School District,2552,92,0.0,,,,1.0,2011,2011,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030684&revid=jTS6RUTotEtoJkJ05CPtuQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=p6cSCZdPToF4D3nrlpluslRnw==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,1.75,0,2.25,0.5,0.25,1.5,5.25,,,King_City_Union_AR7111.pdf,regulation 7111 evaluating existing building status adopted original adopted date 04202011 last reviewed date 04202011 superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 17280 may used school building september 30 2015 condition specified education code 17292 met board certifies department general service education code 17291 17292 energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund exceed amount energy saving accumulated improvement building education code 1765117653 board policy manual king city union school district
27660680000000,Monterey,South Monterey County Joint Union High,Town,High School District,2731,86,0.0,,,,1.0,2016,2016,https://go.boarddocs.com/ca/smc/Board.nsf/goto?open&id=BNAS8C711907,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,1.0,5.5,0,5.5,0.0,3.0,1.0,9.0,,,South_Monterey_County_Joint_Union_High_AR7111.pdf,book policy section 7000 facility title evaluating existing building code ar 7111 status active adopted june 9 2016 last revised june 9 2016 last reviewed june 9 2016 ar 7111 facility evaluating existing building superintendent designee shall periodically evaluate adequacy design condition existing district facility determine whether meet need instructional program provide healthful pleasing environment student staff heshe also shall determine whether district facility fulfill legal requirement safety structural soundness access disabled energy conservation cf 0410 nondiscrimination district program activity cf 3511 energy water management cf 3514 environmental safety cf 3515 campus security cf 3516 emergency disaster preparedness plan cf 3517 facility inspection addition superintendent designee shall regularly calculate capacity existing school building adequately house district s current student projected enrollment identified need repair modernization construction shall incorporated district s facility planning process cf 7110 facility master plan structural safety event department general service licensed structural engineer licensed architect find report governing board district building unsafe use superintendent designee shall immediately obtain estimate cost repair reconstruction necessary bring building legal standard structural safety board shall establish system priority repair reconstruction replacement unsafe school building education code 17367 relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety relocatable school building structure shall meet requirement education code 1728017317 1736517374 pertaining structural safety however relocatable building meet requirement education code 172880 may used school building september 30 2016 condition specified education code 17392 met board certifies department general service education code 17291 17292 ar 7111 b energy efficiency extent service available superintendent designee shall arrange energy audit school building identify type amount work necessary retrofit building obtain estimate projected energy saving district may contract qualified business capable retrofitting building may borrow fund 1825 1050 pm boarddocs pro http goboarddocscomcasmcboardnsfgoto open idbnas8c711907 12 exceed amount energy saving accumulated improvement building education code 17651 17653 legal reference education code 17070101707710 leroy f greene school facility act 1998 especially 17071101707140 existing school building capacity 1728017316 building approval 1736517374 fitness occupancy 1765017653 retrofitting school facility energy conservation government code 53097 compliance city county ordinance 530975 inspection school city county code regulation title 2 18591859106 regulation relating leroy f greene school facility act 1998 management resource csba publication maximizing school board governance school facility management web site csba http wwwcsbaorg california department education school facility division http wwwcdecagovlsfa california energy commission bright school program http wwwenergycagovefficiencybrightschools coalition adequate school housing http wwwcashnetorg department general service office public school construction http wwwopscdgscagov 296 299 307 regulation south monterey county joint union high school district adopted june 9 2016 king city california 1825 1050 pm boarddocs pro http goboarddocscomcasmcboardnsfgoto open idbnas8c711907 22
